Age,fnlwgt,education,education-num,sex,capital-gain,capital-loss,hours-per-week,salary-status
33,176711,14,13,0,0,0,40,0
28,111900,11,12,0,0,0,30,0
47,481987,9,9,0,0,0,40,1
34,158420,14,13,0,0,0,70,0
26,256000,10,15,0,99999,0,60,1
36,183892,13,10,0,7298,0,44,1
28,42734,9,9,0,0,0,40,0
22,181773,9,9,0,0,0,40,0
47,184945,13,10,1,0,0,35,0
33,107248,12,11,0,0,0,45,0
34,215382,15,14,1,4787,0,40,1
25,122999,9,9,0,0,0,40,0
37,758700,5,5,0,3781,0,50,0
36,166606,9,9,0,0,0,40,0
61,192060,14,13,0,0,0,30,0
57,205708,13,10,0,0,0,40,0
55,67450,16,16,0,0,0,40,0
20,242077,9,9,1,0,0,40,0
43,129573,9,9,1,0,0,44,0
54,181132,9,9,0,0,0,40,1
25,212302,13,10,1,0,0,40,0
42,83411,13,10,0,0,1408,40,0
17,317681,7,7,0,0,0,10,0
63,30602,4,4,1,0,0,40,0
19,172893,13,10,1,0,0,30,0
56,211804,14,13,0,15024,0,50,1
33,312055,14,13,0,0,0,45,1
37,65390,14,13,0,0,0,50,0
27,200500,4,4,0,0,0,45,0
36,241962,14,13,0,0,0,40,0
30,78530,9,9,0,0,0,65,1
22,189950,14,13,0,0,0,55,0
35,111387,13,10,0,0,1579,40,0
20,241951,9,9,0,0,0,45,0
18,343059,13,10,1,0,0,40,0
25,302465,8,8,0,0,1741,40,0
53,156843,15,14,1,0,1564,54,1
19,55284,9,9,1,0,0,35,0
34,509364,9,9,0,0,0,30,0
32,117927,13,10,1,0,0,40,0
20,137651,13,10,0,0,0,40,0
70,131060,4,4,0,0,0,25,0
57,346963,14,13,0,0,0,40,1
54,183611,13,10,0,3137,0,50,0
34,134737,12,11,0,0,0,40,0
48,36503,13,10,0,0,0,40,1
42,250121,7,7,1,0,0,40,0
45,330535,9,9,0,3325,0,40,0
27,387776,13,10,0,0,0,40,0
51,41474,6,6,0,0,0,40,0
36,318972,13,10,1,0,0,65,0
33,86143,13,10,0,0,0,40,0
50,181139,13,10,0,0,0,40,0
44,326232,14,13,0,0,2547,50,1
39,153976,15,14,0,0,0,40,1
55,59469,5,5,0,0,0,25,0
24,127139,13,10,1,0,0,40,0
35,136343,9,9,0,0,0,40,0
32,350624,8,8,0,0,0,40,0
68,166149,9,9,1,0,2206,30,0
29,121523,7,7,0,0,0,60,0
24,267396,14,13,0,0,0,40,0
61,83045,5,5,0,0,0,40,0
34,160449,9,9,0,0,0,44,1
55,124137,10,15,0,0,2415,35,1
41,154194,9,9,1,0,0,40,0
36,295127,9,9,0,0,0,84,0
60,240521,9,9,0,7298,0,40,1
61,244087,9,9,0,0,0,52,1
35,356250,10,15,0,0,0,35,0
42,293791,14,13,0,0,0,50,1
26,44308,14,13,0,0,0,40,0
44,210527,13,10,1,0,0,40,0
31,151763,15,14,0,0,0,25,0
39,267581,9,9,0,0,0,40,0
20,100188,13,10,1,0,0,24,0
32,111746,13,10,0,0,0,40,0
32,171091,9,9,0,0,0,40,0
61,355645,5,5,0,0,0,20,0
54,137678,13,10,1,0,0,40,0
23,70894,11,12,0,0,0,40,0
19,171306,9,9,0,0,0,3,0
31,100997,13,10,0,0,0,40,0
35,63921,3,3,0,0,0,40,0
29,32897,9,9,1,0,0,25,0
29,251854,9,9,1,0,0,40,0
25,345121,6,6,1,0,0,25,0
46,86220,14,13,1,0,0,40,0
35,172845,12,11,1,0,0,30,0
20,171398,6,6,0,0,0,40,0
24,174391,9,9,1,0,0,40,0
48,207058,9,9,1,0,0,37,0
37,291251,9,9,1,0,0,40,0
60,224377,9,9,0,0,0,40,0
39,105813,9,9,0,0,0,40,0
29,180916,13,10,1,0,0,38,0
31,122749,12,11,0,0,0,20,0
38,31069,12,11,0,4386,0,40,1
26,284343,11,12,0,0,0,40,0
64,319371,14,13,0,15024,0,40,1
46,174224,12,11,0,0,0,40,0
39,127772,9,9,0,3103,0,44,1
48,80651,9,9,1,0,0,55,0
46,62793,9,9,1,0,0,40,0
42,191712,14,13,0,0,1590,40,0
39,237532,9,9,1,0,0,54,1
50,20179,15,14,0,0,0,40,1
24,311376,14,13,1,0,0,40,0
30,432565,12,11,1,0,0,40,1
39,329980,14,13,0,0,2415,60,1
29,125190,9,9,0,0,0,40,0
23,342946,7,7,1,0,0,38,0
32,123429,6,6,0,0,0,40,0
69,69209,14,13,0,3818,0,30,0
55,66356,9,9,0,0,0,40,0
41,195897,13,10,0,0,0,50,0
44,153132,14,13,0,7688,0,52,1
18,230875,7,7,0,0,0,40,0
74,92298,14,13,0,0,0,10,0
40,185145,16,16,0,0,0,40,1
27,297296,9,9,0,0,0,40,0
55,145214,9,9,1,0,0,40,0
52,242341,4,4,0,0,0,40,0
54,240542,13,10,1,0,0,48,0
36,104772,9,9,0,0,0,48,0
26,181666,9,9,1,0,0,40,0
18,415520,7,7,0,0,0,20,0
38,258761,9,9,0,0,0,50,0
50,88842,14,13,0,7298,0,40,1
32,158438,13,10,0,0,0,60,1
57,206206,14,13,0,0,0,40,1
20,51816,9,9,0,0,0,40,0
27,253814,13,10,1,0,0,40,0
31,161745,14,13,0,0,1980,60,0
60,162947,3,3,1,0,0,40,0
52,163027,9,9,1,0,0,50,0
61,146788,4,4,0,0,0,40,0
57,73309,9,9,0,0,0,55,1
59,104216,10,15,0,0,0,25,0
34,345705,9,9,0,0,0,45,1
31,133770,11,12,0,0,0,50,1
42,209392,9,9,0,0,0,35,0
70,262345,13,10,1,0,0,6,0
47,277545,14,13,0,0,0,40,1
29,490332,13,10,0,0,0,45,1
27,211570,7,7,0,0,0,40,0
25,374918,8,8,1,0,0,40,0
51,106728,14,13,0,5178,0,60,1
28,173649,9,9,1,0,0,40,0
35,174597,14,13,0,0,0,40,0
36,233533,13,10,0,0,0,60,1
46,133169,12,11,0,0,0,40,0
52,198824,12,11,1,0,0,35,0
65,174056,4,4,0,0,0,40,0
43,188696,12,11,0,0,0,40,0
41,90692,9,9,1,0,0,40,0
34,271933,14,13,1,0,1741,45,0
47,102359,14,13,0,0,0,30,0
49,213668,15,14,0,0,0,56,1
21,294789,13,10,1,0,0,25,0
20,157599,13,10,1,0,0,25,0
18,134935,8,8,0,0,0,40,0
27,466224,13,10,0,0,0,40,0
34,111985,9,9,0,0,0,50,0
38,264627,13,10,1,0,0,40,0
24,213427,9,9,0,0,0,40,0
34,279015,13,10,0,0,0,65,0
47,165937,9,9,0,0,0,50,1
27,188343,9,9,1,0,0,40,0
63,158609,12,11,1,0,0,8,0
34,193036,13,10,0,0,0,40,1
25,198632,13,10,0,0,0,50,0
54,175912,9,9,0,914,0,40,0
35,101387,9,9,1,0,0,50,0
24,60783,13,10,0,0,0,70,1
26,183224,13,10,1,0,0,35,0
59,100776,12,11,1,0,0,40,0
43,57600,16,16,1,0,0,40,0
20,174063,13,10,1,0,0,40,0
41,306495,9,9,0,0,0,40,0
51,249741,13,10,0,0,0,40,0
27,93021,9,9,1,0,0,40,0
36,49626,9,9,0,0,0,40,0
25,63062,13,10,0,0,0,60,0
55,320835,14,13,0,0,0,50,1
22,123727,13,10,1,0,0,21,0
58,110517,16,16,0,4064,0,40,0
43,149670,13,10,1,4064,0,15,0
39,172425,12,11,1,0,0,20,1
40,216116,5,5,1,0,0,40,0
46,174209,9,9,0,0,0,45,0
54,175083,9,9,1,0,0,20,0
19,129059,13,10,0,0,0,30,0
24,121313,9,9,0,0,0,40,0
24,166851,15,14,0,0,0,13,0
29,29616,9,9,0,0,0,65,0
56,105582,13,10,0,7688,0,50,1
34,230246,5,5,0,0,0,40,0
56,117881,7,7,1,0,0,40,0
34,203408,14,13,0,7688,0,50,1
19,446219,6,6,1,0,0,40,0
32,110331,9,9,0,0,0,65,1
48,207946,9,9,1,0,0,52,0
47,188330,9,9,0,0,0,25,0
52,147629,9,9,0,0,0,60,1
40,153799,2,2,1,0,0,40,0
28,203776,6,6,0,0,0,50,0
41,168071,14,13,0,7298,0,50,1
57,348430,2,2,0,0,0,40,0
51,103407,9,9,1,0,0,40,0
36,153205,14,13,0,0,0,45,0
33,326104,13,10,0,0,0,50,1
46,238162,14,13,0,0,0,45,1
50,221336,9,9,1,0,0,40,0
33,180656,13,10,0,0,0,40,0
77,145329,9,9,0,401,0,20,0
39,315776,15,14,0,8614,0,52,1
35,325802,11,12,1,0,0,24,0
23,133985,6,6,1,0,0,40,0
37,269329,12,11,1,8614,0,45,1
41,183203,9,9,0,0,0,50,1
60,76127,11,12,0,0,0,35,1
32,195891,14,13,0,0,0,55,0
56,162137,9,9,0,0,0,40,0
45,37672,12,11,1,0,0,40,0
24,161708,9,9,1,0,0,45,1
18,80616,6,6,0,0,0,27,0
31,209276,9,9,0,0,0,40,0
45,192835,14,13,0,0,1977,55,1
23,203240,13,10,1,0,0,40,0
45,102308,13,10,0,0,0,40,0
18,40829,7,7,1,0,0,25,0
25,60726,9,9,0,0,0,30,0
31,116677,9,9,0,0,0,40,0
19,57067,9,9,0,0,0,45,0
41,304906,14,13,0,0,0,40,1
74,101590,10,15,1,0,0,20,0
27,258102,3,3,0,0,0,40,0
23,241185,9,9,1,0,0,40,0
31,124827,12,11,0,0,0,40,1
40,76625,9,9,0,0,0,40,0
41,263339,9,9,0,0,0,40,1
25,135645,15,14,0,0,0,20,0
42,245626,9,9,0,0,0,60,0
24,210781,14,13,1,0,0,40,0
42,235786,11,12,0,0,0,50,1
45,160167,6,6,0,0,0,70,0
52,30731,9,9,0,7298,0,40,1
34,314375,12,11,0,0,0,40,0
32,81528,9,9,0,0,0,60,0
54,182854,9,9,0,0,0,45,0
42,296798,7,7,0,0,1340,40,0
32,194426,14,13,0,15024,0,40,1
55,141807,14,13,0,0,0,60,1
52,71344,15,14,0,0,0,40,0
21,341410,13,10,1,0,0,15,0
33,118941,14,13,1,0,0,40,1
28,128509,3,3,1,0,0,40,0
27,229125,7,7,0,0,0,40,0
42,142756,14,13,1,0,0,50,0
27,243871,13,10,1,0,0,45,0
47,213140,12,11,0,7688,0,40,1
19,196857,9,9,1,0,0,40,0
46,138626,13,10,0,0,0,40,0
55,161334,9,9,1,0,0,25,0
50,273536,4,4,0,0,0,49,0
32,115631,13,10,1,4101,0,50,0
28,185957,9,9,1,0,0,40,0
23,334357,9,9,1,0,0,40,0
43,96102,15,14,0,0,0,50,0
34,213226,14,13,0,0,0,40,1
19,115248,13,10,0,0,0,40,0
37,185061,13,10,0,0,0,55,0
27,147638,14,13,1,0,0,40,0
18,280298,9,9,1,0,0,24,0
31,163516,13,10,1,0,0,40,0
49,277434,9,9,0,0,0,50,0
26,206983,10,15,0,0,0,60,0
48,108993,9,9,0,0,0,45,1
39,288551,9,9,0,0,0,40,0
41,176069,9,9,1,0,0,40,0
48,183486,12,11,1,0,0,56,1
40,163215,14,13,1,10520,0,40,1
70,94692,14,13,0,0,0,70,1
20,118462,9,9,0,0,0,43,0
38,407068,3,3,0,0,0,75,0
37,243587,13,10,1,0,0,40,0
49,23074,13,10,1,0,0,40,1
51,237735,9,9,0,3103,0,40,1
43,188291,2,2,0,0,0,40,0
38,284166,10,15,0,0,0,50,0
23,287681,4,4,0,0,0,25,0
34,509364,9,9,0,0,0,40,0
33,91964,13,10,0,0,0,40,0
31,117526,13,10,1,0,0,45,0
64,91343,13,10,1,0,0,40,0
26,336969,14,13,0,0,0,28,0
55,255364,13,10,0,0,0,40,0
61,167670,14,13,0,0,0,40,0
37,211494,9,9,0,0,0,40,1
78,136198,14,13,0,0,0,15,0
27,409815,13,10,1,0,0,40,0
49,188823,9,9,0,0,0,42,0
55,146326,15,14,0,7688,0,45,1
42,154374,14,13,0,0,0,58,0
61,197286,5,5,0,0,0,40,0
64,100722,14,13,0,0,0,5,0
46,377622,9,9,0,0,0,40,0
24,145964,14,13,0,0,0,40,0
27,358636,13,10,0,2829,0,70,0
47,155489,9,9,0,7688,0,55,1
18,57413,13,10,0,0,0,15,0
48,320421,9,9,0,0,0,50,0
50,174752,9,9,0,0,0,40,0
40,229364,15,14,1,0,0,45,0
56,157486,6,6,0,0,0,40,0
34,92682,9,9,1,4865,0,40,0
56,101338,14,13,0,0,0,40,0
18,132652,7,7,0,0,0,20,0
21,34616,13,10,1,0,0,25,0
40,218903,9,9,1,0,0,40,0
27,204098,9,9,0,0,0,50,0
52,64045,10,15,0,99999,0,45,1
46,189763,9,9,1,0,0,30,0
23,26248,9,9,1,0,0,40,0
50,92079,13,10,0,0,0,45,1
19,280071,13,10,0,0,0,50,0
20,224059,9,9,0,0,0,40,0
39,185520,13,10,1,8614,0,40,1
24,265567,7,7,0,0,0,35,0
72,106890,12,11,1,0,0,40,0
42,39586,15,14,1,0,0,20,1
42,153132,14,13,0,0,0,45,0
51,209912,14,13,0,0,0,50,0
39,144169,9,9,0,0,0,50,1
40,50442,13,10,1,2977,0,35,0
34,89644,13,10,0,0,0,55,1
19,275889,7,7,0,0,0,40,0
26,231638,9,9,1,0,0,40,0
45,224474,14,13,1,4934,0,50,1
28,355259,15,14,1,0,0,40,1
30,68330,14,13,0,0,0,40,1
32,185410,9,9,1,0,0,40,0
19,87653,13,10,1,0,0,25,0
21,286853,9,9,0,0,0,35,0
54,96710,9,9,1,0,0,20,0
62,160143,10,15,0,0,0,30,1
25,186925,13,10,0,2597,0,48,0
49,109705,13,10,1,0,0,32,0
32,94235,9,9,0,0,0,40,1
26,225279,13,10,0,0,1602,40,0
37,297449,9,9,0,0,0,40,1
58,205896,9,9,1,0,0,40,0
37,93717,13,10,1,7298,0,45,1
41,194710,9,9,1,0,0,40,0
38,236391,14,13,0,7688,0,40,1
47,189123,9,9,0,0,0,40,0
42,358677,9,9,0,0,0,35,0
30,199539,9,9,0,0,1902,40,0
43,128170,13,10,0,7688,0,40,1
34,231238,9,9,0,0,0,40,0
57,296152,13,10,1,594,0,10,0
46,166003,7,7,0,0,0,40,0
32,281437,13,10,0,0,0,55,0
20,190231,5,5,1,0,0,11,0
47,122026,12,11,0,0,0,50,0
53,174102,4,4,0,4386,0,50,1
43,125461,14,13,0,0,0,65,1
80,184335,4,4,0,0,0,30,0
24,211345,13,10,1,0,0,40,0
43,147328,15,14,0,0,1977,60,1
22,222993,9,9,0,0,0,40,0
40,225978,13,10,0,0,0,40,0
48,121124,9,9,0,0,0,50,1
51,234057,9,9,0,0,0,45,1
24,306515,9,9,1,0,0,40,0
19,116562,9,9,1,0,0,40,0
34,171159,13,10,1,0,0,30,0
24,199011,9,9,0,0,0,40,0
41,443508,14,13,0,0,0,48,1
24,29810,9,9,1,0,0,38,0
22,238831,13,10,0,0,0,40,0
32,566117,13,10,1,0,0,40,0
41,255044,14,13,1,0,0,55,0
20,436253,13,10,0,0,0,35,0
31,300687,9,9,0,0,0,40,0
55,144071,14,13,0,0,0,18,1
49,133917,16,16,0,0,1902,60,1
26,188767,14,13,0,0,0,40,0
27,300777,9,9,0,0,0,70,0
35,26987,9,9,1,0,0,40,0
40,174395,9,9,0,0,0,60,0
59,90290,13,10,0,0,0,34,0
61,183735,13,10,0,0,0,45,1
31,123273,9,9,1,0,0,40,0
43,186916,15,14,0,0,0,60,1
61,43554,3,3,0,0,2339,40,0
54,178251,11,12,1,0,0,30,0
30,255885,13,10,0,0,0,50,0
20,64292,13,10,1,0,0,50,0
27,194773,15,14,1,0,0,50,0
44,133060,13,10,0,0,0,60,0
64,258006,13,10,1,0,0,40,0
55,92215,9,9,1,0,0,40,0
34,33945,9,9,0,6849,0,55,0
61,153048,9,9,1,0,0,35,0
28,192200,14,13,0,0,0,40,0
34,355571,9,9,1,0,0,40,0
47,139268,10,15,0,0,1977,60,1
26,34402,14,13,0,0,0,45,0
35,25955,7,7,0,0,0,40,0
36,209609,14,13,0,0,0,38,0
47,168283,14,13,0,0,0,40,1
17,295488,7,7,1,0,0,25,0
35,190895,13,10,0,0,0,60,0
33,164190,15,14,0,0,0,20,0
25,216010,11,12,1,0,0,40,0
18,387568,6,6,0,0,0,10,0
47,188386,15,14,0,0,0,38,0
44,174491,9,9,1,0,0,30,0
41,31221,9,9,1,0,0,30,0
30,272451,14,13,1,0,0,40,0
53,152652,13,10,0,0,0,50,0
53,104413,9,9,1,0,0,20,0
40,105936,9,9,1,5013,0,20,0
24,379066,13,10,0,0,2205,24,0
27,214858,14,13,0,0,0,40,0
50,237735,3,3,0,0,0,37,0
36,158592,7,7,0,0,0,50,0
41,237321,2,2,0,0,0,40,1
41,23646,15,14,1,0,0,40,0
31,169240,9,9,1,0,0,40,0
32,454508,14,13,0,0,0,40,0
22,130356,13,10,0,0,0,48,0
22,427686,6,6,0,0,0,40,0
18,36411,8,8,0,0,0,30,0
39,548510,14,13,0,0,0,30,0
38,187264,9,9,1,0,0,55,0
35,140752,9,9,0,0,0,40,0
23,325596,13,10,0,0,0,40,0
54,175804,14,13,0,0,0,40,1
36,107302,15,14,0,0,0,60,1
63,41161,9,9,0,0,0,55,0
39,401832,13,10,0,0,0,48,0
57,353808,13,10,0,0,0,60,1
58,349910,10,15,0,0,1977,50,1
29,161478,14,13,1,0,0,40,0
17,400225,7,7,1,0,0,20,0
40,367533,9,9,0,0,0,40,0
69,69306,13,10,1,0,0,15,0
28,270366,6,6,1,0,0,40,0
38,103751,5,5,0,0,0,40,0
44,75227,10,15,0,14084,0,40,1
45,132563,10,15,1,0,1726,40,0
33,79580,14,13,0,0,0,40,0
41,344624,13,10,0,0,1485,40,1
37,186359,9,9,0,7688,0,60,1
50,121685,13,10,0,0,0,45,1
48,75104,14,13,0,0,0,50,0
36,246449,13,10,0,0,0,60,1
21,85088,13,10,1,0,0,37,0
37,545483,11,12,0,0,0,40,0
20,243986,13,10,1,0,0,20,0
54,32778,9,9,1,0,0,30,0
28,369114,9,9,1,0,0,40,0
27,217200,13,10,0,0,0,40,0
33,149220,12,11,1,0,0,40,0
40,335549,10,15,0,0,2444,45,1
47,102308,15,14,0,0,0,40,1
44,367749,2,2,1,0,0,40,0
25,98281,8,8,0,0,0,43,0
35,115792,14,13,0,0,0,55,0
29,277788,13,10,1,0,0,25,0
30,103435,9,9,0,0,0,40,0
30,37646,13,10,0,0,0,40,0
56,385632,4,4,1,0,0,40,0
25,210278,14,13,0,0,0,30,0
28,335357,9,9,0,0,0,40,0
43,272165,5,5,0,0,0,40,0
47,148995,9,9,0,0,0,60,1
46,113434,14,13,0,0,0,40,0
41,132551,15,14,1,0,0,35,0
38,115433,11,12,1,7688,0,33,1
29,227890,9,9,0,0,0,40,0
25,503012,3,3,0,0,0,40,0
56,250873,7,7,0,0,0,45,0
31,407930,4,4,0,0,0,40,0
22,148187,7,7,0,0,0,40,0
31,159322,9,9,0,0,0,40,0
28,334368,13,10,1,0,0,40,0
53,196328,14,13,0,0,0,40,0
45,270842,15,14,1,0,0,50,1
71,235079,1,1,0,0,0,10,0
39,188391,9,9,0,7298,0,50,1
19,30559,9,9,1,0,0,40,0
34,255098,14,13,1,0,0,40,0
36,248010,9,9,0,0,0,45,0
40,174515,9,9,1,0,0,40,0
90,171956,13,10,1,0,0,40,0
56,193130,10,15,0,0,0,16,0
21,108670,9,9,1,0,0,40,0
48,186172,14,13,0,0,0,45,1
45,348854,13,10,1,0,0,27,0
46,271828,9,9,0,0,0,40,1
64,148606,6,6,1,0,0,35,0
29,123983,15,14,0,0,0,40,0
22,24896,9,9,1,0,0,30,0
47,573583,9,9,0,0,0,48,1
67,106175,14,13,0,0,2392,75,1
43,307767,9,9,0,0,0,40,0
42,200574,13,10,0,0,0,40,0
31,59083,13,10,0,0,1672,50,0
53,358056,7,7,1,0,0,40,0
81,114670,5,5,1,2062,0,5,0
33,262042,9,9,1,0,1138,40,0
17,206010,8,8,1,0,0,8,0
55,183869,10,15,0,0,0,50,1
28,159001,9,9,0,0,0,30,0
24,155818,13,10,1,0,0,40,0
40,96055,9,9,1,0,0,45,0
30,131776,15,14,1,0,0,40,0
24,228613,7,7,1,0,0,40,0
26,198163,15,14,1,0,0,40,0
38,37028,13,10,1,0,0,38,0
30,177304,9,9,0,0,0,40,1
33,144064,14,13,0,0,0,50,0
40,146659,9,9,0,0,0,60,1
63,26904,9,9,0,0,0,98,0
23,238917,4,4,0,0,0,36,0
56,170148,9,9,0,0,0,40,0
42,27821,12,11,0,0,0,60,0
40,220460,9,9,0,0,0,40,0
49,101320,11,12,1,0,1902,40,1
35,173858,9,9,0,0,0,40,0
52,91048,9,9,1,0,0,35,0
28,298696,14,13,1,0,0,40,0
35,207202,6,6,0,0,0,70,0
43,180599,9,9,0,0,0,35,0
29,132686,10,15,0,0,0,50,1
23,240063,14,13,0,0,0,25,0
50,177705,13,10,0,0,1740,48,0
34,511361,13,10,0,0,0,40,0
19,89397,9,9,0,0,0,40,0
47,239439,7,7,1,0,0,40,0
37,36989,13,10,0,0,0,40,0
25,76978,9,9,1,0,0,35,0
75,200068,13,10,0,0,0,35,1
24,454941,9,9,0,0,0,40,0
28,107218,14,13,0,0,0,20,0
17,182070,7,7,1,0,0,16,0
31,176360,9,9,0,0,0,40,0
31,452405,1,1,1,0,0,35,0
45,84790,14,13,0,0,0,55,1
31,186787,9,9,0,0,0,42,0
27,169662,14,13,0,0,0,42,1
48,125933,13,10,1,0,1669,38,0
34,225548,14,13,0,0,0,30,0
26,240842,9,9,1,0,0,40,0
53,103931,13,10,0,0,0,40,0
60,232618,14,13,0,0,0,35,1
49,288548,15,14,1,0,0,50,0
40,220609,13,10,1,0,0,40,0
48,26145,6,6,0,0,0,80,0
23,268525,14,13,0,0,0,50,0
42,121264,12,11,0,0,0,40,1
37,29814,9,9,0,0,0,85,0
27,193701,9,9,1,0,0,45,0
38,183279,13,10,0,0,0,44,1
27,163942,9,9,0,0,0,35,0
75,188612,9,9,1,0,0,40,0
49,102771,14,13,0,0,0,52,1
27,85625,13,10,0,0,0,20,0
36,245090,14,13,0,0,0,50,0
36,131239,14,13,0,3103,0,45,1
35,182074,9,9,0,0,0,35,0
36,187046,9,9,0,0,0,40,1
53,90624,7,7,0,0,0,40,0
27,37933,13,10,1,0,0,40,0
34,182177,9,9,0,3325,0,35,0
61,716416,13,10,0,0,0,44,1
29,190562,9,9,0,0,0,56,0
40,141583,13,10,1,0,0,35,0
37,98941,15,14,0,0,0,40,1
22,201729,5,5,0,0,0,30,0
43,175485,13,10,0,0,0,40,0
55,149168,9,9,0,0,0,30,0
28,115971,13,10,1,0,0,40,0
23,161708,14,13,1,0,0,30,0
64,244903,7,7,0,0,0,40,1
46,155664,13,10,0,0,0,40,0
29,112754,13,10,0,0,0,40,0
44,178385,15,14,0,0,0,48,0
20,44064,13,10,0,0,0,25,0
62,120939,13,10,0,0,0,40,0
49,165134,12,11,1,0,0,35,0
29,100405,6,6,1,0,0,40,0
35,361888,14,13,0,0,0,60,0
39,167864,7,7,0,0,0,30,0
39,202950,14,13,0,0,0,45,0
37,218188,9,9,1,0,0,32,0
38,234962,9,9,0,2829,0,30,0
31,259931,4,4,0,0,0,40,0
55,189528,4,4,0,0,0,60,0
38,34996,13,10,1,0,0,40,0
33,112584,13,10,1,0,0,25,0
25,117589,11,12,1,0,0,40,0
37,267086,12,11,1,0,0,52,0
49,44434,13,10,0,0,0,35,0
26,96130,9,9,0,0,0,40,0
35,181382,9,9,0,0,0,43,0
44,168845,9,9,1,0,0,60,0
37,271767,15,14,0,0,0,45,1
42,194636,14,13,0,0,0,45,1
64,194894,16,16,1,4787,0,40,1
28,132686,9,9,0,0,0,40,1
35,185848,9,9,0,4650,0,50,0
40,184378,14,13,0,0,0,40,0
55,270859,14,13,0,0,0,40,1
21,231866,9,9,0,0,0,65,0
49,36032,13,10,1,0,0,40,0
51,172962,16,16,0,0,0,40,1
57,98350,10,15,0,0,1902,40,1
51,24185,14,13,0,0,0,40,1
38,53930,6,6,0,0,0,40,0
24,85088,9,9,1,0,1762,32,0
45,94962,9,9,0,0,0,40,0
28,480861,9,9,0,0,0,45,0
42,187702,10,15,0,0,2415,60,1
22,52262,13,10,0,0,0,40,0
28,52636,15,14,0,0,0,40,0
60,175273,9,9,1,0,0,40,0
31,327825,9,9,1,0,2238,40,0
47,125892,13,10,0,0,0,75,1
30,398827,9,9,0,0,0,60,0
61,208919,15,14,0,0,0,60,1
71,365996,14,13,1,0,0,6,0
42,307638,9,9,1,0,0,40,0
44,33068,8,8,0,0,0,55,0
46,254291,13,10,0,0,0,60,1
50,125417,10,15,1,0,0,52,1
27,28848,14,13,0,0,0,9,0
21,194723,13,10,1,0,0,40,0
25,195118,9,9,0,0,0,35,0
61,123273,3,3,0,0,1876,56,0
54,220115,13,10,0,0,0,30,0
31,265706,14,13,0,0,0,40,0
53,279129,13,10,0,0,0,30,0
39,122742,11,12,0,15024,0,55,1
57,172654,10,15,0,15024,0,50,1
48,119199,14,13,1,0,0,44,0
30,107793,13,10,0,0,0,56,1
35,237943,9,9,0,0,0,60,0
42,64632,9,9,0,0,0,50,0
34,96245,9,9,0,0,0,40,0
59,361494,9,9,0,0,0,40,1
69,122850,6,6,0,0,0,20,0
29,173652,13,10,1,0,0,40,0
40,164663,9,9,0,0,0,40,0
21,98678,13,10,0,0,0,15,0
40,245529,11,12,1,0,0,40,0
43,55294,13,10,0,0,0,40,0
36,140583,9,9,0,0,0,40,0
41,79797,9,9,0,0,0,40,1
20,283499,13,10,0,0,0,30,0
41,51111,14,13,1,0,0,40,0
34,232475,13,10,0,0,0,50,0
48,176140,7,7,1,0,0,40,0
27,301654,9,9,1,0,0,40,0
35,376455,13,10,0,15024,0,60,1
27,229803,9,9,0,0,0,40,0
20,337639,13,10,0,0,0,40,0
18,130849,13,10,1,0,0,15,0
32,296282,14,13,0,0,0,40,0
38,266645,15,14,0,0,0,60,1
23,110128,13,10,0,0,0,40,0
28,90196,14,13,0,0,0,45,1
40,40024,10,15,0,0,0,38,1
35,144322,9,9,1,0,0,40,0
74,162340,13,10,0,0,0,40,0
28,169069,9,9,0,0,0,40,0
23,113601,13,10,0,0,0,30,0
20,157145,13,10,0,0,2258,10,0
44,111275,9,9,1,0,0,56,0
46,102076,9,9,1,0,0,25,0
51,145409,14,13,0,15024,0,50,1
40,190122,13,10,1,0,0,40,0
48,331482,10,15,0,0,1977,40,1
60,170114,5,5,0,0,1672,84,0
48,193188,14,13,0,0,0,40,1
46,267588,14,13,1,0,0,70,0
48,200471,14,13,0,0,0,40,1
24,322658,14,13,1,0,0,40,0
45,263982,13,10,1,0,0,40,0
18,266287,8,8,1,0,0,35,0
39,278187,9,9,0,0,0,40,0
65,81413,9,9,0,0,2352,65,0
22,221745,13,10,1,0,0,40,0
20,140764,13,10,1,0,0,20,0
28,206351,13,10,0,0,0,40,0
46,176814,10,15,0,99999,0,50,1
42,245307,14,13,0,0,1977,48,1
61,124971,16,16,0,0,0,40,1
28,119545,13,10,0,7688,0,50,1
18,179203,13,10,1,0,0,20,0
24,44075,14,13,0,0,0,40,0
45,178319,16,16,0,0,0,56,1
24,219754,9,9,0,0,0,40,0
44,198316,14,13,0,15024,0,50,1
20,168165,13,10,0,0,0,30,0
35,356838,13,10,0,2829,0,55,0
52,210736,14,13,0,0,0,60,0
25,173212,11,12,0,2354,0,45,0
19,130431,3,3,0,0,0,36,0
54,197481,13,10,1,0,0,40,0
21,155066,13,10,0,0,0,40,0
26,31290,9,9,1,0,0,40,1
42,54102,12,11,1,0,0,40,0
19,181546,13,10,1,0,0,40,0
55,153484,15,14,0,0,1977,50,1
44,351228,9,9,0,0,0,40,0
25,131976,14,13,0,0,0,55,0
26,200639,13,10,0,0,0,40,0
64,267546,11,12,1,0,0,40,1
41,179875,7,7,1,0,0,40,0
43,300528,13,10,0,0,0,40,0
45,67716,9,9,0,10520,0,48,1
48,326048,14,13,0,0,0,44,1
60,191188,9,9,0,0,0,40,0
45,32172,13,10,0,0,0,50,0
