year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
2011,3,29,0,-3,5,1028,25.93,0,0,69,
2011,3,29,1,-3,4,1028,27.72,0,0,76,
2011,3,29,2,-3,3,1028,0.89,0,0,58,
2011,3,29,3,-4,2,1027,0.89,0,0,64,
2011,3,29,4,-3,2,1027,0.45,0,0,79,
2011,3,29,5,-3,2,1027,1.34,0,0,100,
2011,3,29,6,-3,1,1027,0.89,0,0,128,
2011,3,29,7,-2,1,1028,0.89,0,0,110,
2011,3,29,8,-3,6,1028,3.13,0,0,116,
2011,3,29,9,-3,8,1028,7.15,0,0,97,
2011,3,29,10,-3,10,1027,8.94,0,0,99,
2011,3,29,11,-3,12,1026,1.79,0,0,107,
2011,3,29,12,-4,15,1025,1.79,0,0,101,
2011,3,29,13,-4,19,1024,1.79,0,0,94,
2011,3,29,14,-10,21,1022,3.58,0,0,70,
2011,3,29,15,-10,21,1022,4.02,0,0,49,
2011,3,29,16,-10,21,1021,7.15,0,0,59,
2011,3,29,17,-11,20,1021,11.17,0,0,60,
2011,3,29,18,-10,19,1021,14.3,0,0,51,
2011,3,29,19,-10,18,1021,17.43,0,0,55,
2011,3,29,20,-11,17,1021,21.45,0,0,73,
2011,3,29,21,-10,15,1022,25.47,0,0,70,
2011,3,29,22,-9,15,1022,29.49,0,0,67,
2011,3,29,23,-8,11,1022,0.89,0,0,64,
2011,3,30,0,-6,8,1022,0.89,0,0,75,
2011,3,30,1,-6,7,1022,1.34,0,0,87,
2011,3,30,2,-6,4,1021,1.79,0,0,96,
2011,3,30,3,-5,4,1021,0.89,0,0,103,
2011,3,30,4,-4,4,1021,0.89,0,0,115,
2011,3,30,5,-6,2,1021,2.68,0,0,112,
2011,3,30,6,-5,3,1022,3.57,0,0,95,
2011,3,30,7,-5,7,1023,0.89,0,0,87,
2011,3,30,8,-5,9,1023,1.78,0,0,95,
2011,3,30,9,-5,11,1023,1.79,0,0,123,
2011,3,30,10,-5,14,1023,0.89,0,0,136,
2011,3,30,11,-4,16,1022,2.68,0,0,143,
2011,3,30,12,-4,19,1021,4.47,0,0,152,
2011,3,30,13,-6,21,1020,4.02,0,0,132,
2011,3,30,14,-8,22,1019,9.83,0,0,104,
2011,3,30,15,-8,23,1018,14.75,0,0,84,
2011,3,30,16,-8,22,1017,20.56,0,0,66,
2011,3,30,17,-10,21,1016,27.71,0,0,50,
2011,3,30,18,-10,19,1016,30.84,0,0,57,
2011,3,30,19,-9,15,1016,33.97,0,0,77,
2011,3,31,0,-3,12,1017,8.5,0,0,148,
2011,3,31,9,1,12,1017,1.78,0,0,204,
2011,3,31,10,2,14,1017,1.79,0,0,212,
2011,3,31,15,3,22,1013,1.79,0,0,188,
2011,3,31,16,3,21,1012,3.13,0,0,179,
2011,3,31,17,3,20,1012,6.26,0,0,166,
2011,3,31,18,3,19,1013,0.89,0,0,168,
2011,3,31,21,4,12,1015,0.89,0,0,295,
2011,3,31,22,3,14,1016,3.13,0,0,328,
2011,3,31,23,3,14,1016,6.26,0,0,287,
2011,4,1,1,1,15,1017,15.2,0,0,222,
2011,4,1,2,-3,15,1018,21.01,0,0,147,
2011,4,1,3,-4,14,1019,26.82,0,0,51,
2011,4,1,4,-5,13,1021,36.65,0,0,23,
2011,4,1,5,-5,12,1022,44.7,0,0,19,
2011,4,1,6,-6,11,1023,52.75,0,0,18,
2011,4,1,7,-8,11,1025,60.8,0,0,15,
2011,4,1,8,-9,10,1026,69.74,0,0,18,
2011,4,1,9,-10,10,1027,77.79,0,0,25,
2011,4,1,10,-11,10,1028,85.84,0,0,17,
2011,4,1,11,-13,11,1028,91.65,0,0,18,
2011,4,1,12,-15,11,1028,97.46,0,0,20,
2011,4,1,13,-16,11,1028,102.38,0,0,17,
2011,4,1,14,-16,11,1027,107.3,0,0,15,
2011,4,1,15,-10,11,1027,7.15,0,0,16,
2011,4,1,16,-7,10,1028,12.07,0,0,23,
2011,4,1,17,-5,9,1028,17.88,0,0,34,
2011,4,1,18,-3,7,1029,3.13,0,1,19,
2011,4,1,19,1,6,1030,3.13,0,2,25,
2011,4,1,20,2,5,1030,7.15,0,3,33,
2011,4,1,21,3,5,1031,3.13,0,4,36,
2011,4,1,22,3,5,1032,4.02,0,5,33,
2011,4,1,23,2,4,1032,0.89,0,6,23,
2011,4,2,1,2,4,1032,4.02,0,0,30,
2011,4,2,2,3,4,1031,8.04,0,0,48,
2011,4,2,3,2,4,1031,11.17,0,0,44,
2011,4,2,4,2,4,1031,15.19,0,0,56,
2011,4,2,5,2,4,1031,18.32,0,0,46,
2011,4,2,6,1,3,1031,21.45,0,0,32,
2011,4,2,7,2,4,1032,24.58,0,0,54,
2011,4,2,8,3,6,1032,27.71,0,0,89,
2011,4,2,9,-1,8,1032,31.73,0,0,79,
2011,4,2,10,-6,10,1032,1.79,0,0,45,
2011,4,2,11,-6,11,1031,3.58,0,0,68,
2011,4,2,12,-8,11,1030,6.71,0,0,158,
2011,4,2,13,-12,13,1029,8.5,0,0,178,
2011,4,2,14,-13,13,1028,11.63,0,0,63,
2011,4,2,15,-12,13,1026,13.42,0,0,108,
2011,4,2,16,-12,14,1026,15.21,0,0,92,
2011,4,2,17,-10,14,1025,3.13,0,0,127,
2011,4,2,18,-10,12,1025,6.26,0,0,11,
2011,4,2,19,-7,11,1025,10.28,0,0,5,
2011,4,2,20,-2,10,1026,15.2,0,0,24,
2011,4,2,21,-2,9,1026,19.22,0,0,5,
2011,4,2,22,-2,9,1026,23.24,0,0,5,
2011,4,2,23,-1,8,1026,27.26,0,0,55,
2011,4,3,0,-1,7,1027,1.79,0,0,79,
2011,4,3,1,0,4,1027,0.89,0,0,124,
2011,4,3,2,-1,4,1027,0.89,0,0,143,
2011,4,3,3,-1,2,1027,3.13,0,0,186,
2011,4,3,4,-2,3,1027,4.92,0,0,167,
2011,4,3,5,-2,2,1027,6.71,0,0,184,
2011,4,3,6,-5,0,1027,9.84,0,0,172,
2011,4,3,7,-5,3,1028,13.86,0,0,149,
2011,4,3,8,-7,8,1028,16.99,0,0,156,
2011,4,3,9,-10,11,1028,21.01,0,0,144,
2011,4,3,10,-10,13,1028,25.03,0,0,135,
2011,4,3,11,-12,15,1027,29.05,0,0,94,
2011,4,3,12,-14,17,1026,32.18,0,0,105,
2011,4,3,13,-13,17,1024,1.79,0,0,50,
2011,4,3,14,-13,18,1024,4.02,0,0,167,
2011,4,3,15,-14,18,1022,7.15,0,0,138,
2011,4,3,16,-13,19,1022,1.79,0,0,170,
2011,4,3,17,-14,18,1021,4.02,0,0,89,
2011,4,3,18,-13,17,1021,8.04,0,0,108,
2011,4,3,23,-7,13,1023,29.05,0,0,86,
2011,4,4,0,-7,11,1023,32.18,0,0,65,
2011,4,4,1,-4,7,1023,0.89,0,0,88,
2011,4,4,2,-3,6,1023,1.34,0,0,80,
2011,4,4,3,-5,5,1023,0.89,0,0,125,
2011,4,4,4,-5,4,1023,1.78,0,0,123,
2011,4,4,5,-6,5,1023,3.57,0,0,151,
2011,4,4,6,-5,3,1024,4.46,0,0,174,
2011,4,4,7,-6,6,1025,5.35,0,0,241,
2011,4,4,8,-9,10,1025,7.14,0,0,132,
2011,4,4,9,-8,14,1025,1.79,0,0,159,
2011,4,4,10,-8,16,1026,1.79,0,0,138,
2011,4,4,11,-9,17,1025,3.58,0,0,177,
2011,4,4,12,-8,20,1024,3.13,0,0,149,
2011,4,4,13,-9,20,1023,7.15,0,0,192,
2011,4,4,14,-9,21,1022,11.17,0,0,171,
2011,4,4,15,-9,22,1021,15.19,0,0,211,
2011,4,4,16,-11,21,1021,21,0,0,124,
2011,4,4,17,-11,20,1020,26.81,0,0,170,
2011,4,4,18,-12,18,1021,31.73,0,0,52,
2011,4,4,19,-12,15,1021,35.75,0,0,22,
2011,4,4,20,-10,13,1022,39.77,0,0,17,
2011,4,4,21,-9,14,1022,43.79,0,0,54,
2011,4,4,22,-8,13,1023,47.81,0,0,59,
2011,4,4,23,-8,12,1023,50.94,0,0,150,
2011,4,5,0,-7,11,1024,54.07,0,0,146,
2011,4,5,1,-7,10,1024,57.2,0,0,154,
2011,4,5,2,-7,8,1023,58.99,0,0,166,
2011,4,5,3,-6,8,1023,60.78,0,0,164,
2011,4,5,4,-6,7,1024,62.57,0,0,191,
2011,4,5,5,-5,5,1023,64.36,0,0,152,
2011,4,5,6,-5,3,1024,0.89,0,0,160,
2011,4,5,7,-1,5,1024,0.89,0,0,254,
2011,4,5,8,-3,11,1025,2.68,0,0,231,
2011,4,5,9,-4,14,1025,4.47,0,0,254,
2011,4,5,10,-5,17,1025,10.28,0,0,277,
2011,4,5,11,-4,17,1025,18.33,0,0,207,
2011,4,5,12,-4,18,1024,25.48,0,0,218,
2011,4,5,13,-5,18,1023,30.4,0,0,264,
2011,4,5,14,-7,18,1022,38.45,0,0,227,
2011,4,5,15,-5,18,1020,45.6,0,0,188,
2011,4,5,16,-4,18,1019,52.75,0,0,253,
2011,4,5,17,-5,17,1019,57.67,0,0,227,
2011,4,5,18,-5,16,1019,62.59,0,0,166,
2011,4,5,19,-5,15,1018,65.72,0,0,143,
2011,4,5,20,-4,15,1019,67.51,0,0,184,
2011,4,5,21,-4,15,1019,71.53,0,0,246,
2011,4,5,22,-4,14,1019,75.55,0,0,279,
2011,4,5,23,-3,13,1019,77.34,0,0,233,
2011,4,6,0,-3,12,1019,80.47,0,0,220,
2011,4,6,1,0,12,1019,83.6,0,0,190,
2011,4,6,2,-3,13,1018,89.41,0,0,196,
2011,4,6,3,-3,14,1019,94.33,0,0,96,
2011,4,6,4,1,12,1018,100.14,0,1,103,
2011,4,6,5,1,11,1017,0.89,0,2,94,
2011,4,6,6,1,10,1017,1.78,0,0,120,
2011,4,6,7,2,10,1017,0.89,0,0,77,
2011,4,6,8,2,11,1017,1.78,0,0,158,
2011,4,6,9,2,13,1017,4.91,0,0,169,
2011,4,8,14,-11,20,1017,32.18,0,0,24,
2011,4,8,15,-11,20,1015,36.2,0,0,27,
2011,4,8,16,-10,20,1014,42.01,0,0,39,
2011,4,9,0,-6,13,1014,79.12,0,0,69,
2011,4,9,11,-3,19,1013,1.79,0,0,105,
2011,4,9,12,-4,22,1012,4.92,0,0,103,
2011,4,9,13,-5,25,1011,8.05,0,0,105,
2011,4,9,14,-8,26,1010,12.07,0,0,107,
2011,4,9,15,-7,26,1009,15.2,0,0,105,
2011,4,9,16,-7,25,1008,18.33,0,0,102,
2011,4,9,17,-8,24,1008,22.35,0,0,102,
2011,4,9,18,-7,23,1008,26.37,0,0,100,
2011,4,9,19,-6,23,1009,1.79,0,0,109,
2011,4,9,20,-5,21,1011,4.92,0,0,107,
2011,4,9,21,-4,21,1012,3.13,0,0,77,
2011,4,9,22,-3,20,1013,8.94,0,0,80,
2011,4,9,23,-6,18,1014,16.99,0,0,82,
2011,4,10,1,-3,13,1018,37.11,0,0,50,
2011,4,10,2,-2,12,1019,44.26,0,0,39,
2011,4,10,3,-4,11,1019,52.31,0,0,24,
2011,4,10,4,-12,11,1020,59.46,0,0,28,
2011,4,10,5,-15,11,1022,4.02,0,0,14,
2011,4,10,6,-16,11,1023,8.94,0,0,13,
2011,4,10,7,-17,11,1024,12.96,0,0,11,
2011,4,10,8,-17,12,1025,17.88,0,0,17,
2011,4,10,9,-18,13,1025,25.03,0,0,15,
2011,4,10,10,-17,14,1025,4.02,0,0,8,
2011,4,10,11,-17,15,1025,3.13,0,0,10,
2011,4,10,12,-17,16,1024,3.13,0,0,12,
2011,4,10,13,-18,17,1023,1.79,0,0,12,
2011,4,10,14,-16,19,1022,4.92,0,0,13,
2011,4,10,15,-18,19,1021,7.15,0,0,14,
2011,4,10,16,-19,19,1020,14.3,0,0,11,
2011,4,10,17,-19,19,1020,23.24,0,0,10,
2011,4,10,18,-20,18,1020,32.18,0,0,10,
2011,4,10,19,-20,16,1020,37.99,0,0,11,
2011,4,10,20,-19,13,1021,42.01,0,0,17,
2011,4,10,21,-19,11,1022,45.14,0,0,91,
2011,4,10,22,-19,11,1022,49.16,0,0,22,
2011,4,10,23,-19,10,1022,53.18,0,0,16,
2011,4,11,1,-19,9,1023,59.44,0,0,12,
2011,4,11,2,-19,7,1023,63.46,0,0,8,
2011,4,11,3,-20,11,1023,67.48,0,0,9,
2011,4,11,4,-19,10,1023,70.61,0,0,14,
2011,4,11,5,-14,6,1023,1.79,0,0,16,
2011,4,11,6,-12,7,1024,0.45,0,0,14,
2011,4,11,7,-16,10,1024,1.34,0,0,29,
2011,4,11,8,-15,14,1024,3.13,0,0,24,
2011,4,11,9,-16,15,1024,7.15,0,0,19,
2011,4,11,10,-16,17,1023,11.17,0,0,16,
2011,4,11,11,-14,18,1023,1.79,0,0,17,
2011,4,11,12,-14,19,1021,2.68,0,0,13,
2011,4,11,13,-14,20,1020,1.79,0,0,12,
2011,4,11,14,-14,21,1019,1.79,0,0,10,
2011,4,11,15,-16,22,1018,4.92,0,0,11,
2011,4,11,16,-14,22,1017,4.92,0,0,12,
2011,4,11,17,-13,21,1016,10.73,0,0,13,
2011,4,11,18,-13,20,1016,17.88,0,0,18,
2011,4,11,19,-12,17,1017,22.8,0,0,26,
2011,4,11,20,-12,17,1017,27.72,0,0,27,
2011,4,11,21,-11,17,1017,33.53,0,0,45,
2011,4,11,22,-11,17,1017,39.34,0,0,49,
2011,4,11,23,-9,15,1017,43.36,0,0,50,
2011,4,12,0,-9,16,1017,3.13,0,0,51,
2011,4,12,1,-4,10,1016,4.02,0,0,64,
2011,4,12,2,-6,10,1016,3.13,0,0,67,
2011,4,12,3,-5,8,1016,0.45,0,0,77,
2011,4,12,4,-6,8,1016,0.89,0,0,85,
2011,4,12,5,-5,4,1016,4.02,0,0,91,
2011,4,12,6,-5,6,1016,0.89,0,0,88,
2011,4,12,7,-5,8,1016,1.79,0,0,91,
2011,4,12,8,-4,12,1016,0.89,0,0,103,
2011,4,12,9,-4,15,1016,1.78,0,0,101,
2011,4,12,10,-4,18,1016,3.57,0,0,88,
2011,4,12,11,-4,20,1015,5.36,0,0,91,
2011,4,12,12,-6,23,1014,3.13,0,0,99,
2011,4,12,13,-5,24,1012,7.15,0,0,94,
2011,4,12,14,-5,25,1011,11.17,0,0,101,
2011,4,12,15,-4,26,1010,16.09,0,0,91,
2011,4,12,16,-6,25,1009,23.24,0,0,73,
2011,4,12,17,-5,25,1009,29.05,0,0,94,
2011,4,12,18,-4,23,1009,33.97,0,0,88,
2011,4,12,19,-3,19,1010,37.1,0,0,104,
2011,4,12,20,-1,19,1010,38.89,0,0,145,
2011,4,12,21,0,17,1011,40.68,0,0,171,
2011,4,12,22,1,15,1011,42.47,0,0,184,
2011,4,12,23,1,14,1011,43.36,0,0,202,
2011,4,13,0,1,13,1011,0.89,0,0,196,
2011,4,13,1,2,13,1011,1.78,0,0,186,
2011,4,13,2,2,12,1011,2.67,0,0,184,
2011,4,13,3,3,10,1011,1.79,0,0,188,
2011,4,13,4,3,11,1011,0.89,0,0,189,
2011,4,13,5,3,10,1011,0.89,0,0,201,
2011,4,13,6,3,10,1012,0.89,0,0,231,
2011,4,13,7,4,11,1013,1.79,0,0,225,
2011,4,13,8,5,16,1013,0.89,0,0,169,
2011,4,13,9,5,17,1013,1.78,0,0,163,
2011,4,13,10,5,19,1013,1.79,0,0,142,
2011,4,13,11,5,21,1013,1.79,0,0,136,
2011,4,13,12,6,22,1012,5.81,0,0,141,
2011,4,13,13,6,23,1011,8.94,0,0,125,
2011,4,13,14,6,24,1010,12.07,0,0,131,
2011,4,13,15,6,23,1009,16.09,0,0,138,
2011,4,13,16,6,24,1008,20.11,0,0,152,
2011,4,13,17,6,23,1009,23.24,0,0,145,
2011,4,13,18,7,22,1009,25.03,0,0,157,
2011,4,13,19,7,20,1009,0.89,0,0,172,
2011,4,13,20,8,21,1009,4.02,0,0,170,
2011,4,13,21,8,20,1010,7.15,0,0,172,
2011,4,13,22,7,18,1010,0.89,0,0,155,
2011,4,13,23,7,17,1009,1.78,0,0,168,
2011,4,14,0,6,16,1009,2.67,0,0,163,
2011,4,14,1,8,13,1009,3.56,0,0,144,
2011,4,14,2,6,13,1008,3.13,0,0,137,
2011,4,14,3,6,13,1008,4.02,0,0,133,
2011,4,14,4,6,14,1007,0.89,0,0,158,
2011,4,14,5,7,14,1007,1.78,0,0,162,
2011,4,14,6,7,11,1007,1.79,0,0,158,
2011,4,14,7,8,12,1007,3.58,0,0,174,
2011,4,14,8,7,17,1007,6.71,0,0,184,
2011,4,14,9,7,19,1007,9.84,0,0,191,
2011,4,14,10,3,24,1006,13.86,0,0,159,
2011,4,14,11,-4,27,1005,19.67,0,0,74,
2011,4,14,12,-6,28,1004,27.72,0,0,27,
2011,4,14,13,-6,29,1003,36.66,0,0,21,
2011,4,14,14,-5,29,1001,39.79,0,0,21,
2011,4,15,0,0,19,1002,8.05,0,0,53,
2011,4,15,13,-8,23,1012,13.86,0,0,28,
2011,4,15,14,-6,23,1012,19.67,0,0,26,
2011,4,15,15,-6,24,1012,24.59,0,0,27,
2011,4,15,16,-6,23,1012,29.51,0,0,25,
2011,4,16,0,-3,11,1019,19.67,0,0,36,
2011,4,16,15,-3,24,1010,29.06,0,0,76,
2011,4,16,16,-2,24,1009,36.21,0,0,87,
2011,4,16,17,-1,23,1008,44.26,0,0,146,
2011,4,16,18,1,21,1007,53.2,0,0,149,
2011,4,16,19,2,20,1007,57.22,0,0,121,
2011,4,16,20,0,20,1007,63.03,0,0,79,
2011,4,16,21,0,20,1007,70.18,0,0,58,
2011,4,16,22,0,19,1007,77.33,0,0,53,
2011,4,16,23,1,18,1007,82.25,0,0,56,
2011,4,17,1,2,18,1007,0.89,0,0,60,
2011,4,17,2,-1,19,1007,5.81,0,0,65,
2011,4,17,3,-1,18,1007,11.62,0,0,41,
2011,4,17,4,-4,17,1007,18.77,0,0,23,
2011,4,17,5,-4,16,1008,25.92,0,0,20,
2011,4,17,6,-3,15,1009,33.07,0,0,12,
2011,4,17,7,-3,16,1010,40.22,0,0,13,
2011,4,17,8,-4,17,1011,48.27,0,0,16,
2011,4,17,9,-4,18,1011,57.21,0,0,22,
2011,4,17,10,-4,19,1011,67.04,0,0,35,
2011,4,17,11,-5,18,1011,74.19,0,0,72,
2011,4,17,12,-3,18,1011,84.02,0,0,249,
2011,4,17,13,-6,17,1011,92.07,0,0,76,
2011,4,17,14,-4,17,1012,105.03,0,0,90,
2011,4,17,15,-8,16,1012,117.1,0,0,74,
2011,4,17,16,-8,17,1013,130.06,0,0,44,
2011,4,17,17,-11,16,1013,142.13,0,0,93,
2011,4,17,18,-11,15,1015,151.07,0,0,118,
2011,4,17,19,-11,14,1015,156.88,0,0,120,
2011,4,17,20,-13,14,1016,164.03,0,0,97,
2011,4,17,21,-13,14,1017,171.18,0,0,14,
2011,4,17,22,-14,14,1017,178.33,0,0,15,
2011,4,17,23,-15,13,1018,183.25,0,0,18,
2011,4,18,1,-14,8,1017,191.29,0,0,21,
2011,4,18,2,-13,8,1017,195.31,0,0,10,
2011,4,18,3,-14,10,1017,200.23,0,0,9,
2011,4,18,4,-11,8,1017,0.89,0,0,7,
2011,4,18,5,-8,7,1017,1.79,0,0,4,
2011,4,18,6,-11,9,1017,3.58,0,0,6,
2011,4,18,7,-11,12,1018,4.92,0,0,6,
2011,4,18,8,-13,14,1018,12.97,0,0,4,
2011,4,18,9,-11,15,1018,22.8,0,0,3,
2011,4,18,10,-12,16,1018,9.83,0,0,5,
2011,4,18,11,-11,17,1018,8.05,0,0,9,
2011,4,18,12,-10,18,1017,15.2,0,0,12,
2011,4,18,13,-10,19,1016,5.81,0,0,11,
2011,4,18,14,-11,21,1016,5.81,0,0,11,
2011,4,18,15,-9,21,1015,3.13,0,0,13,
2011,4,18,16,-10,21,1015,7.15,0,0,10,
2011,4,18,17,-10,20,1015,10.28,0,0,10,
2011,4,18,18,-10,19,1015,12.07,0,0,15,
2011,4,18,19,-7,16,1015,0.89,0,0,19,
2011,4,18,20,-6,15,1016,2.68,0,0,32,
2011,4,18,21,-5,14,1017,4.47,0,0,43,
2011,4,18,22,-5,12,1018,0.89,0,0,65,
2011,4,18,23,-4,13,1019,3.13,0,0,54,
2011,4,19,0,0,10,1020,4.92,0,0,56,
2011,4,19,1,1,9,1020,6.71,0,0,63,
2011,4,19,2,0,8,1020,0.89,0,0,52,
2011,4,19,3,1,7,1020,1.78,0,0,53,
2011,4,19,4,1,6,1020,2.67,0,0,48,
2011,4,19,5,1,7,1020,0.89,0,0,62,
2011,4,19,6,1,6,1020,1.78,0,0,59,
2011,4,19,7,2,9,1020,1.79,0,0,93,
2011,4,19,8,1,12,1021,3.58,0,0,103,
2011,4,19,9,-1,15,1020,5.37,0,0,79,
2011,4,19,10,-3,17,1020,7.16,0,0,80,
2011,4,19,11,-3,18,1019,11.18,0,0,84,
2011,4,19,12,-3,20,1018,14.31,0,0,73,
2011,4,19,13,-6,22,1016,19.23,0,0,52,
2011,4,19,14,-6,22,1015,25.04,0,0,44,
2011,4,19,15,-5,23,1014,29.96,0,0,58,
2011,4,19,16,-5,22,1013,34.88,0,0,68,
2011,4,19,17,-3,20,1012,39.8,0,0,86,
2011,4,19,18,-3,20,1012,42.93,0,0,99,
2011,4,19,19,-2,18,1012,46.06,0,0,105,
2011,4,19,20,-1,19,1012,50.08,0,0,93,
2011,4,19,21,0,16,1012,51.87,0,0,120,
2011,4,19,22,0,15,1012,53.66,0,0,115,
2011,4,19,23,1,14,1012,55.45,0,0,91,
2011,4,20,0,2,13,1012,57.24,0,0,82,
2011,4,20,1,1,12,1012,60.37,0,0,84,
2011,4,20,2,2,12,1011,62.16,0,0,114,
2011,4,20,3,2,11,1011,0.89,0,0,97,
2011,4,20,4,2,9,1010,1.78,0,0,87,
2011,4,20,5,2,9,1010,1.79,0,0,91,
2011,4,20,6,2,9,1010,0.89,0,0,97,
2011,4,20,7,3,11,1010,0.89,0,0,121,
2011,4,20,8,4,14,1010,1.79,0,0,136,
2011,4,20,9,4,15,1010,3.58,0,0,160,
2011,4,20,10,5,17,1010,1.79,0,0,175,
2011,4,20,11,5,19,1010,1.79,0,0,166,
2011,4,20,12,5,20,1009,3.58,0,0,153,
2011,4,20,13,5,22,1008,6.71,0,0,165,
2011,4,20,14,6,22,1007,9.84,0,0,135,
2011,4,20,15,6,22,1006,12.97,0,0,270,
2011,4,20,16,6,22,1006,16.1,0,0,141,
2011,4,20,17,7,22,1005,17.89,0,0,137,
2011,4,20,18,7,21,1005,19.68,0,0,143,
2011,4,20,19,7,19,1006,21.47,0,0,157,
2011,4,20,20,8,19,1007,23.26,0,0,156,
2011,4,20,21,8,18,1008,25.05,0,0,189,
2011,4,20,22,8,17,1008,1.79,0,0,165,
2011,4,20,23,7,17,1008,3.58,0,0,195,
2011,4,21,0,7,17,1008,5.37,0,0,175,
2011,4,21,1,6,17,1008,0.89,0,0,157,
2011,4,21,2,7,16,1008,1.79,0,0,161,
2011,4,21,3,8,14,1009,3.58,0,0,167,
2011,4,21,4,7,16,1009,5.37,0,0,171,
2011,4,21,5,7,15,1009,6.26,0,0,160,
2011,4,21,6,5,17,1010,1.79,0,0,140,
2011,4,21,7,4,17,1012,3.58,0,0,161,
2011,4,21,8,3,17,1013,1.79,0,0,169,
2011,4,21,9,9,13,1015,5.81,0,1,113,
2011,4,21,10,9,12,1015,9.83,0,2,69,
2011,4,21,11,8,11,1016,15.64,0,3,44,
2011,4,21,21,5,8,1019,0.89,0,0,49,
2011,4,22,0,6,7,1019,0.89,0,0,74,
2011,4,22,11,4,17,1016,2.67,0,0,39,
2011,4,22,13,1,20,1015,3.13,0,0,34,
2011,4,22,14,1,18,1014,4.92,0,0,70,
2011,4,22,15,4,14,1014,16.1,0,0,36,
2011,4,22,16,3,15,1014,5.81,0,0,28,
2011,4,23,0,7,10,1014,10.73,0,0,49,
2011,4,23,15,1,17,1012,4.92,0,0,16,
2011,4,23,17,0,18,1012,8.05,0,0,10,
2011,4,23,18,0,17,1012,15.2,0,0,12,
2011,4,23,19,-2,16,1013,20.12,0,0,16,
2011,4,23,20,-3,16,1013,28.17,0,0,14,
2011,4,23,21,-3,15,1014,38,0,0,13,
2011,4,23,22,-2,14,1015,49.18,0,0,12,
2011,4,23,23,-2,13,1015,59.01,0,0,12,
2011,4,24,1,-2,12,1014,73.31,0,0,9,
2011,4,24,2,-2,12,1014,80.46,0,0,8,
2011,4,24,3,-1,11,1014,85.38,0,0,11,
2011,4,24,4,-1,11,1013,90.3,0,0,15,
2011,4,24,5,-2,11,1013,96.11,0,0,16,
2011,4,24,6,-1,11,1013,101.92,0,0,17,
2011,4,24,7,-1,13,1014,107.73,0,0,23,
2011,4,24,8,-2,15,1014,115.78,0,0,17,
2011,4,24,9,-2,16,1013,123.83,0,0,19,
2011,4,24,10,-3,18,1012,131.88,0,0,15,
2011,4,24,11,-4,18,1011,139.93,0,0,22,
2011,4,24,12,-3,19,1010,147.08,0,0,13,
2011,4,24,13,-5,19,1009,155.13,0,0,14,
2011,4,24,14,-6,20,1008,162.28,0,0,15,
2011,4,24,15,-7,21,1007,3.13,0,0,10,
2011,4,24,16,-6,22,1006,8.94,0,0,23,
2011,4,24,17,-5,22,1006,16.09,0,0,14,
2011,4,24,18,-3,20,1006,19.22,0,0,12,
2011,4,24,19,-1,17,1006,1.79,0,0,13,
2011,4,24,20,-2,16,1006,4.92,0,0,24,
2011,4,24,21,-2,14,1007,6.71,0,0,32,
2011,4,24,22,-1,13,1007,9.84,0,0,37,
2011,4,24,23,2,12,1006,11.63,0,0,41,
2011,4,25,1,1,9,1006,0.89,0,0,99,
2011,4,25,2,2,9,1006,1.78,0,0,73,
2011,4,25,3,2,8,1005,2.67,0,0,60,
2011,4,25,4,2,9,1005,3.56,0,0,78,
2011,4,25,5,2,10,1004,3.13,0,0,96,
2011,4,25,6,2,11,1004,4.92,0,0,91,
2011,4,25,7,2,12,1004,1.79,0,0,93,
2011,4,25,8,3,13,1004,0.89,0,0,122,
2011,4,25,9,3,14,1004,3.13,0,0,165,
2011,4,25,10,3,14,1004,4.92,0,0,156,
2011,4,25,11,4,15,1003,6.71,0,0,162,
2011,4,25,12,4,15,1002,9.84,0,0,167,
2011,4,25,13,5,17,1002,12.97,0,0,167,
2011,4,25,14,5,18,1001,16.1,0,0,155,
2011,4,25,15,5,18,1001,19.23,0,0,126,
2011,4,25,16,5,18,1001,24.15,0,0,117,
2011,4,25,17,5,17,1001,28.17,0,0,97,
2011,4,25,18,7,16,1002,31.3,0,0,95,
2011,4,25,19,7,15,1002,33.09,0,0,90,
2011,4,25,20,7,14,1003,33.98,0,0,93,
2011,4,25,21,7,14,1003,35.77,0,0,100,
2011,4,25,22,8,12,1003,36.66,0,0,83,
2011,4,25,23,7,11,1004,37.55,0,0,96,
2011,4,26,0,7,11,1004,40.68,0,0,103,
2011,4,26,1,7,11,1003,43.81,0,0,138,
2011,4,26,2,6,11,1003,45.6,0,0,148,
2011,4,26,3,6,9,1003,46.49,0,0,126,
2011,4,26,4,5,9,1002,0.45,0,0,101,
2011,4,26,5,6,8,1003,1.79,0,0,104,
2011,4,26,6,6,9,1003,0.89,0,0,116,
2011,4,26,7,7,12,1003,0.89,0,0,143,
2011,4,26,8,6,15,1003,3.13,0,0,151,
2011,4,26,9,7,16,1003,4.92,0,0,149,
2011,4,26,10,4,18,1003,7.15,0,0,86,
2011,4,26,11,1,20,1002,8.94,0,0,51,
2011,4,26,12,1,21,1002,20.12,0,0,41,
2011,4,26,13,1,19,1002,32.19,0,0,31,
2011,4,26,14,6,15,1004,8.94,0,1,26,
2011,4,26,15,5,14,1006,8.05,0,0,20,
2011,4,26,16,4,14,1006,15.2,0,0,15,
2011,4,26,17,3,15,1007,21.01,0,0,13,
